#TYPE System.Collections.DictionaryEntry
"Name","Key","Value"
"https://cloudnativebackup.sharepoint.com/sites/grp_scale_99vcq_8_59","https://cloudnativebackup.sharepoint.com/sites/grp_scale_99vcq_8_59","4"
"https://cloudnativebackup.sharepoint.com/sites/grp_scale_x50ch_2_46","https://cloudnativebackup.sharepoint.com/sites/grp_scale_x50ch_2_46","3"
"https://cloudnativebackup.sharepoint.com/sites/RootLevelCommSite441","https://cloudnativebackup.sharepoint.com/sites/RootLevelCommSite441","2"
"https://cloudnativebackup.sharepoint.com/sites/grp_scale_x50ch_1_10","https://cloudnativebackup.sharepoint.com/sites/grp_scale_x50ch_1_10","2"
"https://cloudnativebackup.sharepoint.com/sites/RootLevelCommSite300","https://cloudnativebackup.sharepoint.com/sites/RootLevelCommSite300","2"
"https://cloudnativebackup.sharepoint.com/sites/grp_scale_99vcq_5_99","https://cloudnativebackup.sharepoint.com/sites/grp_scale_99vcq_5_99","3"
"https://cloudnativebackup.sharepoint.com/sites/grp_scale_Z9rLN_3_82","https://cloudnativebackup.sharepoint.com/sites/grp_scale_Z9rLN_3_82","3"
"https://cloudnativebackup.sharepoint.com/sites/grp_scale_ysDXp_9_71","https://cloudnativebackup.sharepoint.com/sites/grp_scale_ysDXp_9_71","2"
"https://cloudnativebackup.sharepoint.com/sites/RootLevelCommSite3239","https://cloudnativebackup.sharepoint.com/sites/RootLevelCommSite3239","2"
"https://cloudnativebackup.sharepoint.com/sites/grp_scale_Z9rLN_2_110","https://cloudnativebackup.sharepoint.com/sites/grp_scale_Z9rLN_2_110","3"
"https://cloudnativebackup.sharepoint.com/sites/grp_scale_Z9rLN_9_91","https://cloudnativebackup.sharepoint.com/sites/grp_scale_Z9rLN_9_91","2"
"https://cloudnativebackup.sharepoint.com/sites/grp_scale_5MpIF_3_47","https://cloudnativebackup.sharepoint.com/sites/grp_scale_5MpIF_3_47","2"
"https://cloudnativebackup.sharepoint.com/sites/grp_scale_sxDgL_8_89","https://cloudnativebackup.sharepoint.com/sites/grp_scale_sxDgL_8_89","2"
"https://cloudnativebackup.sharepoint.com/sites/grp_scale_99vcq_3_4","https://cloudnativebackup.sharepoint.com/sites/grp_scale_99vcq_3_4","2"
"https://cloudnativebackup.sharepoint.com/sites/RootLevelCommSite490","https://cloudnativebackup.sharepoint.com/sites/RootLevelCommSite490","2"
"https://cloudnativebackup.sharepoint.com/sites/grp_scale_5MpIF_0_50","https://cloudnativebackup.sharepoint.com/sites/grp_scale_5MpIF_0_50","2"
"https://cloudnativebackup.sharepoint.com/sites/grp_scale_sC1y9_6_12","https://cloudnativebackup.sharepoint.com/sites/grp_scale_sC1y9_6_12","2"
"https://cloudnativebackup.sharepoint.com/sites/grp_scale_5MpIF_1_10","https://cloudnativebackup.sharepoint.com/sites/grp_scale_5MpIF_1_10","2"
"https://cloudnativebackup.sharepoint.com/sites/grp_scale_99vcq_1_64","https://cloudnativebackup.sharepoint.com/sites/grp_scale_99vcq_1_64","2"
"https://cloudnativebackup.sharepoint.com/sites/grp_scale_Z9rLN_8_83","https://cloudnativebackup.sharepoint.com/sites/grp_scale_Z9rLN_8_83","3"
"https://cloudnativebackup.sharepoint.com/sites/grp_scale_ysDXp_6_87","https://cloudnativebackup.sharepoint.com/sites/grp_scale_ysDXp_6_87","2"
"https://cloudnativebackup.sharepoint.com/sites/grp_scale_99vcq_9_73","https://cloudnativebackup.sharepoint.com/sites/grp_scale_99vcq_9_73","3"
"https://cloudnativebackup.sharepoint.com/sites/grp_scale_Z9rLN_4_9","https://cloudnativebackup.sharepoint.com/sites/grp_scale_Z9rLN_4_9","3"
